text,label,subintent,canonical_question,difficulty,source,split
"Ne mogu da nađem na stranici, Koji propisi važe za notare? Možete li me uputiti?",zakoni_i_propisi,zakoni_notari_tumaci,Koji propisi važe za notare?,natural,synthetic_rule_based,train
"Molim vas, Gdje je obrazac za pristup informacijama? Nisam siguran gdje da tražim.",obrasci,obrazac_zospi,Gdje je obrazac za pristup informacijama?,easy,synthetic_rule_based,train
"Trebam informaciju, Kada su termini za stručni upravni ispit? Nisam siguran gdje da tražim.",ispiti,strucni_upravni_ispit,Kada su termini za stručni upravni ispit?,medium,synthetic_rule_based,train
"Molim vas, Ima li lista stalnih sudskih tumača? Treba mi hitno.",registri,registar_tumaca,Ima li lista stalnih sudskih tumača?,easy,synthetic_rule_based,train
"Zanima me, Kako poslati upit Ministarstvu?",kontakt_i_nadleznosti,kontakt,Kako poslati upit Ministarstvu?,medium,synthetic_rule_based,train
"Pozdrav, Koja dokumentacija je potrebna za osnivanje udruženja?",registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,medium,synthetic_rule_based,train
"Zanima me, Radim ovo prvi put. Koji su uslovi za vozačku dozvolu? Možete li me uputiti?",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,medium,synthetic_rule_based,train
"Trebam informaciju, Treba mi za fakultetski zadatak. Kako dobiti uvjerenje o državljanstvu?",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,natural,synthetic_rule_based,train
"Može pomoć, Kako pokrenuti postupak za izdržavanje iz druge države? Možete li me uputiti?",pravna_pomoc,alimentacija,Kako pokrenuti postupak za izdržavanje iz druge države?,easy,synthetic_rule_based,train
"Pozdrav, Ne znam koji dokument da predam. Šta je nadležnost Ministarstva pravde BiH?",kontakt_i_nadleznosti,nadleznosti,Šta je nadležnost Ministarstva pravde BiH?,easy,synthetic_rule_based,train
"Trebam informaciju, Koji dokumenti trebaju za besplatnu pravnu pomoć?",pravna_pomoc,besplatna_pravna_pomoc,Koji dokumenti trebaju za besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Pozdrav, Ima li zahtjev/prijava za registraciju u Word ili PDF formatu?",obrasci,obrazac_registracija,Ima li zahtjev za registraciju u Word ili PDF formatu?,natural,synthetic_rule_based,train
"Može pomoć, Treba mi za fakultetski zadatak. Kako dobiti uvjerenje o državljanstvu? Hvala.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne razumijem proceduru. Gdje se predaje zahtjev za upis udruženja?",registracija,registracija_udruzenja,Gdje se predaje zahtjev za upis udruženja?,medium,synthetic_rule_based,train
Koliko košta polaganje pravosudnog ispita?,ispiti,pravosudni_ispit,Koliko košta polaganje pravosudnog ispita?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Pokušavam naći tačan obrazac. Treba mi registar sudskih tumača. Možete li me uputiti?",registri,registar_tumaca,Treba mi registar sudskih tumača.,easy,synthetic_rule_based,train
"Trebam informaciju, Radim ovo prvi put. Kako podnijeti zahtjev po ZOSPI-u?",obrasci,obrazac_zospi,Kako podnijeti zahtjev po ZOSPI-u?,easy,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Ima li registar notara? Možete li me uputiti?",registri,registar_notara,Ima li registar notara?,natural,synthetic_rule_based,train
Treba mi pomoć za alimentaciju iz inostranstva.,pravna_pomoc,alimentacija,Treba mi pomoć za alimentaciju iz inostranstva.,medium,synthetic_rule_based,train
"Dobar dan, Kako pronaći kontakt osobe u Ministarstvu? Nisam siguran gdje da tražim.",kontakt_i_nadleznosti,organizacija,Kako pronaći kontakt osobe u Ministarstvu?,natural,synthetic_rule_based,train
"Zanima me, Šta treba za prestanak rada udruženja?",registracija,brisanje_iz_registra,Šta treba za prestanak rada udruženja?,medium,synthetic_rule_based,train
Na stranici ima puno linkova. Gdje se vadi lična karta? Nisam siguran gdje da tražim.,out_of_scope,nevezano,Gdje se vadi lična karta?,easy,synthetic_rule_based,train
"Trebam informaciju, Ne znam koji dokument da predam. Treba mi pravni osnov za registraciju udruženja. Ako može.",zakoni_i_propisi,zakoni_udruzenja,Treba mi pravni osnov za registraciju udruženja.,medium,synthetic_rule_based,train
"Zanima me, Ne znam koji dokument da predam. Koji su uslovi za vozačku dozvolu?",out_of_scope,nevezano,Koji su uslovi za vozačku dozvolu?,easy,synthetic_rule_based,train
"Dobar dan, Koji sektori postoje u Ministarstvu?",kontakt_i_nadleznosti,organizacija,Koji sektori postoje u Ministarstvu?,natural,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Ko ima pravo na besplatnu pravnu pomoć?",pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,medium,synthetic_rule_based,train
"Trebam informaciju, Treba mi spisak notara u BiH. Treba mi hitno.",registri,registar_notara,Treba mi spisak notara u BiH.,easy,synthetic_rule_based,train
"Može pomoć, Kako podnijeti zahtjev za brisanje fondacije?",registracija,brisanje_iz_registra,Kako podnijeti zahtjev za brisanje fondacije?,natural,synthetic_rule_based,train
"Dobar dan, Ne razumijem proceduru. Kako pronaći kontakt osobe u Ministarstvu? Nisam siguran gdje da tražim.",kontakt_i_nadleznosti,organizacija,Kako pronaći kontakt osobe u Ministarstvu?,easy,synthetic_rule_based,train
"Molim vas, Gdje se predaje zahtjev/prijava za pravnu pomoć?",pravna_pomoc,besplatna_pravna_pomoc,Gdje se predaje zahtjev za pravnu pomoć?,easy,synthetic_rule_based,train
Gdje se preuzima prijava za ispit? Možete li me uputiti?,obrasci,obrazac_ispiti,Gdje se preuzima prijava za ispit?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Radim ovo prvi put. Kako registrovati fondaciju? Možete li me uputiti?",registracija,registracija_fondacije,Kako registrovati fondaciju?,easy,synthetic_rule_based,train
"Molim vas, Za šta je nadležno Ministarstvo pravde?",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ne razumijem proceduru. Kako dobiti uvjerenje o državljanstvu?",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,natural,synthetic_rule_based,train
"Pozdrav, Koja je procedura za upis fondacije?",registracija,registracija_fondacije,Koja je procedura za upis fondacije?,natural,synthetic_rule_based,train
"Trebam informaciju, Za šta je nadležno Ministarstvo pravde? Hvala.",kontakt_i_nadleznosti,nadleznosti,Za šta je nadležno Ministarstvo pravde?,natural,synthetic_rule_based,train
"Može pomoć, Pokušavam naći tačan obrazac. Koji zakon reguliše notarsku službu?",zakoni_i_propisi,zakoni_notari_tumaci,Koji zakon reguliše notarsku službu?,easy,synthetic_rule_based,train
"Dobar dan, Treba mi za fakultetski zadatak. Ko može polagati pravosudni ispit?",ispiti,pravosudni_ispit,Ko može polagati pravosudni ispit?,natural,synthetic_rule_based,train
Treba mi informacija o Haškoj konvenciji za djecu. Nisam siguran gdje da tražim.,pravna_pomoc,otmica_djece,Treba mi informacija o Haškoj konvenciji za djecu.,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kada je popravni ispit? Ako može.",ispiti,termini_ispita,Kada je popravni ispit?,easy,synthetic_rule_based,train
"Pozdrav, Treba mi propis o stalnim sudskim tumačima.",zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,easy,synthetic_rule_based,train
"Pozdrav, Radim ovo prvi put. Gdje mogu naći program pravosudnog ispita?",zakoni_i_propisi,zakoni_ispiti,Gdje mogu naći program pravosudnog ispita?,natural,synthetic_rule_based,train
"Molim vas, Koji obrazac se koristi za osnivanje udruženja?",obrasci,obrazac_registracija,Koji obrazac se koristi za osnivanje udruženja?,natural,synthetic_rule_based,train
Ima li lista stalnih sudskih tumača? Hvala.,registri,registar_tumaca,Ima li lista stalnih sudskih tumača?,natural,synthetic_rule_based,train
"Pozdrav, Kako naplatiti alimentaciju iz inostranstva? Možete li me uputiti?",pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,easy,synthetic_rule_based,train
Kako ide postupak upisa udruženja u registar? Ako može.,registracija,registracija_udruzenja,Kako ide postupak upisa udruženja u registar?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Pokušavam naći tačan obrazac. Gdje se predaje zahtjev za pravnu pomoć? Ako može.",pravna_pomoc,besplatna_pravna_pomoc,Gdje se predaje zahtjev za pravnu pomoć?,easy,synthetic_rule_based,train
"Dobar dan, Koji zakon reguliše pravosudni ispit?",zakoni_i_propisi,zakoni_ispiti,Koji zakon reguliše pravosudni ispit?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu pronaći listu notara? Molim odgovor.",registri,registar_notara,Gdje mogu pronaći listu notara?,easy,synthetic_rule_based,train
"Može pomoć, Šta mi treba za registraciju udruženja?",registracija,registracija_udruzenja,Šta mi treba za registraciju udruženja?,natural,synthetic_rule_based,train
"Dobar dan, Jesu li objavljeni novi ispitni termini?",ispiti,termini_ispita,Jesu li objavljeni novi ispitni termini?,natural,synthetic_rule_based,train
Radim ovo prvi put. Šta treba za promjenu osobe ovlaštene za zastupanje? Možete li me uputiti?,registracija,promjena_podataka,Šta treba za promjenu osobe ovlaštene za zastupanje?,medium,synthetic_rule_based,train
"Dobar dan, Gdje mogu naći pravila za imenovanje sudskog tumača?",zakoni_i_propisi,zakoni_notari_tumaci,Gdje mogu naći pravila za imenovanje sudskog tumača?,easy,synthetic_rule_based,train
"Molim vas, Gdje mogu pronaći listu notara? Možete li me uputiti?",registri,registar_notara,Gdje mogu pronaći listu notara?,natural,synthetic_rule_based,train
"Može pomoć, Kako otvoriti firmu u poreznoj upravi? Ako može.",out_of_scope,nevezano,Kako otvoriti firmu u poreznoj upravi?,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koja je procedura za upis fondacije? Ako može.",registracija,registracija_fondacije,Koja je procedura za upis fondacije?,medium,synthetic_rule_based,train
"Zanima me, Treba mi organizaciona struktura Ministarstva.",kontakt_i_nadleznosti,organizacija,Treba mi organizaciona struktura Ministarstva.,medium,synthetic_rule_based,train
Kako pronaći podatke o udruženju? Nisam siguran gdje da tražim.,registri,registar_udruzenja,Kako pronaći podatke o udruženju?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Na stranici ima puno linkova. Gdje mogu pronaći sudskog tumača? Ako može.",registri,registar_tumaca,Gdje mogu pronaći sudskog tumača?,easy,synthetic_rule_based,train
Kada su termini za stručni upravni ispit? Hvala.,ispiti,strucni_upravni_ispit,Kada su termini za stručni upravni ispit?,natural,synthetic_rule_based,train
"Molim vas, Treba mi pomoć za predmet u inostranstvu.",pravna_pomoc,medjunarodna_pravna_pomoc,Treba mi pomoć za predmet u inostranstvu.,easy,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Pokušavam naći tačan obrazac. Kako dobiti uvjerenje o državljanstvu? Hvala.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,easy,synthetic_rule_based,train
Treba mi pomoć za alimentaciju iz inostranstva. Molim odgovor.,pravna_pomoc,alimentacija,Treba mi pomoć za alimentaciju iz inostranstva.,medium,synthetic_rule_based,train
Gdje mogu vidjeti organizaciju Ministarstva?,kontakt_i_nadleznosti,organizacija,Gdje mogu vidjeti organizaciju Ministarstva?,easy,synthetic_rule_based,train
"Trebam informaciju, Gdje da pitam za ispitne termine?",ispiti,kontakt_ispiti,Gdje da pitam za ispitne termine?,medium,synthetic_rule_based,train
"Dobar dan, Koja dokumentacija je potrebna za osnivanje udruženja? Ako može.",registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kome se obratiti za međunarodnu pravnu pomoć? Ako može.",pravna_pomoc,medjunarodna_pravna_pomoc,Kome se obratiti za međunarodnu pravnu pomoć?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako mogu dobiti besplatnu pravnu pomoć? Molim odgovor.",pravna_pomoc,besplatna_pravna_pomoc,Kako mogu dobiti besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Dobar dan, Kako se prijaviti na biro za zapošljavanje? Hvala.",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,easy,synthetic_rule_based,train
"Molim vas, Treba mi spisak notara u BiH. Možete li me uputiti?",registri,registar_notara,Treba mi spisak notara u BiH.,natural,synthetic_rule_based,train
Koga mogu kontaktirati za pravosudni ispit? Nisam siguran gdje da tražim.,ispiti,kontakt_ispiti,Koga mogu kontaktirati za pravosudni ispit?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako registrovati auto? Molim odgovor.",out_of_scope,nevezano,Kako registrovati auto?,medium,synthetic_rule_based,train
"Dobar dan, Ne razumijem proceduru. Koji dokumenti trebaju za stručni upravni ispit? Treba mi hitno.",ispiti,strucni_upravni_ispit,Koji dokumenti trebaju za stručni upravni ispit?,medium,synthetic_rule_based,train
"Trebam informaciju, Koji propis reguliše pristup informacijama? Molim odgovor.",zakoni_i_propisi,zakoni_zospi,Koji propis reguliše pristup informacijama?,natural,synthetic_rule_based,train
Gdje mogu pronaći sudskog tumača?,registri,registar_tumaca,Gdje mogu pronaći sudskog tumača?,medium,synthetic_rule_based,train
Koja je procedura za upis fondacije? Hvala.,registracija,registracija_fondacije,Koja je procedura za upis fondacije?,easy,synthetic_rule_based,train
"Molim vas, Treba mi za fakultetski zadatak. Treba mi pravni osnov za registraciju udruženja. Treba mi hitno.",zakoni_i_propisi,zakoni_udruzenja,Treba mi pravni osnov za registraciju udruženja.,medium,synthetic_rule_based,train
"Molim vas, Ko smije polagati stručni upravni ispit?",ispiti,strucni_upravni_ispit,Ko može polagati stručni upravni ispit?,natural,synthetic_rule_based,train
"Trebam informaciju, Ima li registar notara? Molim odgovor.",registri,registar_notara,Ima li registar notara?,natural,synthetic_rule_based,train
"Dobar dan, Radim ovo prvi put. Kome se obratiti za pravnu pomoć? Nisam siguran gdje da tražim.",pravna_pomoc,besplatna_pravna_pomoc,Kome se obratiti za pravnu pomoć?,medium,synthetic_rule_based,train
"Molim vas, Koji zakon reguliše notarsku službu? Ako može.",zakoni_i_propisi,zakoni_notari_tumaci,Koji zakon reguliše notarsku službu?,easy,synthetic_rule_based,train
"Zanima me, Koja dokumentacija treba za izmjenu podataka u registru? Ako može.",registracija,promjena_podataka,Koja dokumentacija treba za izmjenu podataka u registru?,natural,synthetic_rule_based,train
"Dobar dan, Kada su termini za pravosudni ispit? Molim odgovor.",ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,natural,synthetic_rule_based,train
"Ne mogu da nadjem na stranici, Ne razumijem proceduru. Koji propisi važe za fondacije?",zakoni_i_propisi,zakoni_udruzenja,Koji propisi važe za fondacije?,medium,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Šta mi treba za stručni upravni ispit? Možete li me uputiti?,ispiti,strucni_upravni_ispit,Koji dokumenti trebaju za stručni upravni ispit?,natural,synthetic_rule_based,train
Kako pronaći podatke o udruženju? Hvala.,registri,registar_udruzenja,Kako pronaći podatke o udruženju?,medium,synthetic_rule_based,train
Gdje mogu naci zakon o udruženjima? Treba mi hitno.,zakoni_i_propisi,zakoni_udruzenja,Gdje mogu naći zakon o udruženjima?,medium,synthetic_rule_based,train
Ko smije polagati pravosudni ispit? Treba mi hitno.,ispiti,pravosudni_ispit,Ko može polagati pravosudni ispit?,easy,synthetic_rule_based,train
"Dobar dan, Pokušavam naći tačan obrazac. Treba mi prijava za stručni upravni ispit. Nisam siguran gdje da tražim.",obrasci,obrazac_ispiti,Treba mi prijava za stručni upravni ispit.,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi informacija o Haškoj konvenciji za djecu. Hvala.",pravna_pomoc,otmica_djece,Treba mi informacija o Haškoj konvenciji za djecu.,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi propis o stalnim sudskim tumačima. Treba mi hitno.",zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,easy,synthetic_rule_based,train
Treba mi za fakultetski zadatak. Kada su termini za pravosudni ispit? Nisam siguran gdje da tražim.,ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,medium,synthetic_rule_based,train
"Dobar dan, Kako ide postupak upisa udruženja u registar?",registracija,registracija_udruzenja,Kako ide postupak upisa udruženja u registar?,easy,synthetic_rule_based,train
lična karta,out_of_scope,nevezano,Gdje se plaća parking kazna?,short_query,synthetic_rule_based,train
Ko ima pravo na besplatnu pravnu pomoć? Hvala.,pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Treba mi za fakultetski zadatak. Kako registrovati udruženje? Treba mi hitno.",registracija,registracija_udruzenja,Kako registrovati udruženje?,medium,synthetic_rule_based,train
"Zanima me, Kako registrovati fondaciju? Možete li me uputiti?",registracija,registracija_fondacije,Kako registrovati fondaciju?,easy,synthetic_rule_based,train
"Trebam informaciju, Kako ide postupak upisa udruženja u registar? Molim odgovor.",registracija,registracija_udruzenja,Kako ide postupak upisa udruženja u registar?,natural,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako se zove obrazac za izmjenu u registru?,obrasci,obrazac_promjena,Kako se zove obrazac za izmjenu u registru?,natural,synthetic_rule_based,train
Ne razumijem proceduru. Koji formular se predaje za polaganje ispita?,obrasci,obrazac_ispiti,Koji formular se predaje za polaganje ispita?,medium,synthetic_rule_based,train
Gdje su objavljeni ovlašteni sudski tumaci? Molim odgovor.,registri,registar_tumaca,Gdje su objavljeni ovlašteni sudski tumači?,medium,synthetic_rule_based,train
Kome se obratiti za pravnu pomoć? Hvala.,pravna_pomoc,besplatna_pravna_pomoc,Kome se obratiti za pravnu pomoć?,medium,synthetic_rule_based,train
"Molim vas, Treba mi registar sudskih tumača. Hvala.",registri,registar_tumaca,Treba mi registar sudskih tumača.,easy,synthetic_rule_based,train
Gdje su objavljeni notari?,registri,registar_notara,Gdje su objavljeni notari?,easy,synthetic_rule_based,train
"Trebam informaciju, Gdje se polaže stručni upravni ispit? Možete li me uputiti?",ispiti,strucni_upravni_ispit,Gdje se polaže stručni upravni ispit?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Ko radi u sektoru za pravosuđe? Možete li me uputiti?",kontakt_i_nadleznosti,organizacija,Ko radi u sektoru za pravosuđe?,easy,synthetic_rule_based,train
"Može pomoć, Gdje mogu naći zakon o udruženjima? Molim odgovor.",zakoni_i_propisi,zakoni_udruzenja,Gdje mogu naći zakon o udruženjima?,easy,synthetic_rule_based,train
"Molim vas, Šta treba predati za registraciju fondacije? Molim odgovor.",registracija,registracija_fondacije,Šta treba predati za registraciju fondacije?,medium,synthetic_rule_based,train
"Može pomoć, Pokušavam naći tačan obrazac. Gdje mogu vidjeti listu kandidata za ispit? Ako može.",ispiti,termini_ispita,Gdje mogu vidjeti listu kandidata za ispit?,natural,synthetic_rule_based,train
"Zanima me, Kada su termini za stručni upravni ispit?",ispiti,strucni_upravni_ispit,Kada su termini za stručni upravni ispit?,natural,synthetic_rule_based,train
"Pozdrav, Ne razumijem proceduru. Ima li obrazac za preregistraciju?",obrasci,obrazac_promjena,Ima li obrazac za preregistraciju?,medium,synthetic_rule_based,train
Kako naplatiti alimentaciju iz inostranstva? Ako može.,pravna_pomoc,alimentacija,Kako naplatiti alimentaciju iz inostranstva?,medium,synthetic_rule_based,train
"Zanima me, Kako se radi preregistracija udruzenja? Mozete li me uputiti?",registracija,promjena_podataka,Kako se radi preregistracija udruženja?,medium,synthetic_rule_based,train
"Molim vas, Ne znam koji dokument da predam. Gdje mogu naći zahtjev za izmjenu podataka? Možete li me uputiti?",obrasci,obrazac_promjena,Gdje mogu naći zahtjev za izmjenu podataka?,medium,synthetic_rule_based,train
"Može pomoć, Ne razumijem proceduru. Treba mi pravilnik o polaganju ispita. Molim odgovor.",zakoni_i_propisi,zakoni_ispiti,Treba mi pravilnik o polaganju ispita.,medium,synthetic_rule_based,train
"Može pomoć, Pokušavam naći tačan obrazac. Treba mi formular za registraciju fondacije.",obrasci,obrazac_registracija,Treba mi formular za registraciju fondacije.,natural,synthetic_rule_based,train
"Zanima me, Radim ovo prvi put. Jesu li objavljeni novi ispitni termini?",ispiti,termini_ispita,Jesu li objavljeni novi ispitni termini?,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Koji dokumenti trebaju za besplatnu pravnu pomoć?,pravna_pomoc,besplatna_pravna_pomoc,Koji dokumenti trebaju za besplatnu pravnu pomoć?,natural,synthetic_rule_based,train
"Dobar dan, Kako dobiti uvjerenje o državljanstvu? Treba mi hitno.",out_of_scope,nevezano,Kako dobiti uvjerenje o državljanstvu?,easy,synthetic_rule_based,train
"Trebam informaciju, Radim ovo prvi put. Koji dokumenti trebaju za stručni upravni ispit? Hvala.",ispiti,strucni_upravni_ispit,Koji dokumenti trebaju za stručni upravni ispit?,medium,synthetic_rule_based,train
"Dobar dan, Treba mi pomoć za predmet u inostranstvu. Ako može.",pravna_pomoc,medjunarodna_pravna_pomoc,Treba mi pomoć za predmet u inostranstvu.,medium,synthetic_rule_based,train
"Molim vas, Kako je regulisan zahtjev za pristup informacijama? Nisam siguran gdje da tražim.",zakoni_i_propisi,zakoni_zospi,Kako je regulisan zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
"Trebam informaciju, Kada je sljedeći termin ispita? Hvala.",ispiti,termini_ispita,Kada je sljedeći termin ispita?,natural,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Koji sektor radi registraciju udruženja?",kontakt_i_nadleznosti,nadleznosti,Koji sektor radi registraciju udruženja?,medium,synthetic_rule_based,train
"Može pomoć, Koji zakon reguliše notarsku službu? Ako može.",zakoni_i_propisi,zakoni_notari_tumaci,Koji zakon reguliše notarsku službu?,natural,synthetic_rule_based,train
Gdje su propisi za stručni upravni ispit?,zakoni_i_propisi,zakoni_ispiti,Gdje su propisi za stručni upravni ispit?,natural,synthetic_rule_based,train
"Trebam informaciju, Kako provjeriti notara? Hvala.",registri,registar_notara,Kako provjeriti notara?,easy,synthetic_rule_based,train
Na stranici ima puno linkova. Kada rade općinske službe?,out_of_scope,nevezano,Kada rade općinske službe?,natural,synthetic_rule_based,train
"Može pomoć, Pokušavam naći tačan obrazac. Kako se prijaviti na biro za zapošljavanje? Treba mi hitno.",out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,medium,synthetic_rule_based,train
"Trebam informaciju, Koji propisi važe za fondacije?",zakoni_i_propisi,zakoni_udruzenja,Koji propisi važe za fondacije?,medium,synthetic_rule_based,train
"Zanima me, Radim ovo prvi put. Treba mi obrazac za promjenu podataka udruženja. Ako može.",obrasci,obrazac_promjena,Treba mi obrazac za promjenu podataka udruženja.,natural,synthetic_rule_based,train
Ko ima pravo na besplatnu pravnu pomoć? Ako može.,pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,easy,synthetic_rule_based,train
"Pozdrav, Kako funkcioniše međunarodna pravna pomoć? Hvala.",pravna_pomoc,medjunarodna_pravna_pomoc,Kako funkcioniše međunarodna pravna pomoć?,natural,synthetic_rule_based,train
"Dobar dan, Ko je nadležan za otmicu djece preko granice? Hvala.",pravna_pomoc,otmica_djece,Ko je nadležan za otmicu djece preko granice?,natural,synthetic_rule_based,train
parking kazna,out_of_scope,nevezano,Kako da produžim pasoš?,short_query,synthetic_rule_based,train
Radim ovo prvi put. Kako se prijavljuje pravosudni ispit?,ispiti,pravosudni_ispit,Kako se prijavljuje pravosudni ispit?,natural,synthetic_rule_based,train
"Trebam informaciju, Treba mi za fakultetski zadatak. Koji zakon reguliše udruženja i fondacije? Treba mi hitno.",zakoni_i_propisi,zakoni_udruzenja,Koji zakon reguliše udruženja i fondacije?,medium,synthetic_rule_based,train
"Može pomoć, Gdje mogu vidjeti organizaciju Ministarstva?",kontakt_i_nadleznosti,organizacija,Gdje mogu vidjeti organizaciju Ministarstva?,natural,synthetic_rule_based,train
"Zanima me, Gdje se predaje zahtjev za građevinsku dozvolu?",out_of_scope,nevezano,Gdje se predaje zahtjev za građevinsku dozvolu?,easy,synthetic_rule_based,train
"Molim vas, Koja dokumentacija treba za izmjenu podataka u registru?",registracija,promjena_podataka,Koja dokumentacija treba za izmjenu podataka u registru?,easy,synthetic_rule_based,train
Kako registrovati fondaciju? Možete li me uputiti?,registracija,registracija_fondacije,Kako registrovati fondaciju?,medium,synthetic_rule_based,train
"Ne mogu da nađem na stranici, Kako se prijavljuje pravosudni ispit? Ako može.",ispiti,pravosudni_ispit,Kako se prijavljuje pravosudni ispit?,medium,synthetic_rule_based,train
Ko je nadležan za otmicu djece preko granice?,pravna_pomoc,otmica_djece,Ko je nadležan za otmicu djece preko granice?,medium,synthetic_rule_based,train
Ima li obrazac za popravni ispit? Molim odgovor.,obrasci,obrazac_ispiti,Ima li obrazac za popravni ispit?,medium,synthetic_rule_based,train
"Može pomoć, Ne znam koji dokument da predam. Treba mi pravilnik za ZOSPI.",zakoni_i_propisi,zakoni_zospi,Treba mi pravilnik za ZOSPI.,natural,synthetic_rule_based,train
Kada su termini za pravosudni ispit? Nisam siguran gdje da tražim.,ispiti,pravosudni_ispit,Kada su termini za pravosudni ispit?,medium,synthetic_rule_based,train
Ne znam koji dokument da predam. Gdje su objavljeni notari?,registri,registar_notara,Gdje su objavljeni notari?,easy,synthetic_rule_based,train
"Dobar dan, Gdje je obrazac za prijavu pravosudnog ispita?",obrasci,obrazac_ispiti,Gdje je obrazac za prijavu pravosudnog ispita?,natural,synthetic_rule_based,train
Na stranici ima puno linkova. Gdje se nalazi vodič za pristup informacijama?,zakoni_i_propisi,zakoni_zospi,Gdje se nalazi vodič za pristup informacijama?,medium,synthetic_rule_based,train
"Trebam informaciju, Ne razumijem proceduru. Ima li zahtjev za pristup informacijama?",obrasci,obrazac_zospi,Ima li zahtjev za pristup informacijama?,easy,synthetic_rule_based,train
"Zanima me, Ko ima pravo na besplatnu pravnu pomoc? Hvala.",pravna_pomoc,besplatna_pravna_pomoc,Ko ima pravo na besplatnu pravnu pomoć?,easy,synthetic_rule_based,train
Ne znam koji dokument da predam. Kako se prijaviti na biro za zapošljavanje? Ako može.,out_of_scope,nevezano,Kako se prijaviti na biro za zapošljavanje?,medium,synthetic_rule_based,train
"Molim vas, Ne razumijem proceduru. Koji propisi važe za notare?",zakoni_i_propisi,zakoni_notari_tumaci,Koji propisi važe za notare?,easy,synthetic_rule_based,train
"Dobar dan, Šta mi treba za registraciju udruženja? Nisam siguran gdje da tražim.",registracija,registracija_udruzenja,Šta mi treba za registraciju udruženja?,natural,synthetic_rule_based,train
"Dobar dan, Kako se briše udruženje iz registra? Možete li me uputiti?",registracija,brisanje_iz_registra,Kako se briše udruženje iz registra?,easy,synthetic_rule_based,train
"Molim vas, Koja dokumentacija je potrebna za osnivanje udruženja? Nisam siguran gdje da tražim.",registracija,registracija_udruzenja,Koja dokumentacija je potrebna za osnivanje udruženja?,natural,synthetic_rule_based,train
"Pozdrav, Šta treba za prestanak rada udruženja? Nisam siguran gdje da tražim.",registracija,brisanje_iz_registra,Šta treba za prestanak rada udruženja?,natural,synthetic_rule_based,train
"Molim vas, Treba mi propis o stalnim sudskim tumačima. Možete li me uputiti?",zakoni_i_propisi,zakoni_notari_tumaci,Treba mi propis o stalnim sudskim tumačima.,natural,synthetic_rule_based,train
"Može pomoć, Gdje se nalazi Ministarstvo pravde?",kontakt_i_nadleznosti,kontakt,Gdje se nalazi Ministarstvo pravde?,easy,synthetic_rule_based,train
